community,community_area,population,category,total19,total20,total21,total22,total23,total24,total25,total26,last12mos,total_prior3years,avg_prior3years,inc_19to25,inc_19tolast12,inc_25tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate_last12,rate_prior3years
East Garfield Park,27,20000,Liquor License,5,1,1,1,1,0,0,0,0,1,0.3,-100,-100,NA,-100,25,5,5,5,5,0,0,0,1.5
East Garfield Park,27,20000,Misc Non-Index Offense,501,304,307,340,345,400,384,29,386,1129,376.3,-23.4,-23,0.5,3,2505,1520,1535,1700,1725,2000,1920,1930,1881.5
East Garfield Park,27,20000,Motor Vehicle Theft,189,186,173,372,525,270,252,20,244,1047,349,33.3,29.1,-3.2,-30,945,930,865,1860,2625,1350,1260,1220,1745
East Garfield Park,27,20000,Murder,17,24,31,19,25,17,12,1,13,54,18,-29.4,-23.5,8.3,-28,85,120,155,95,125,85,60,65,90
East Garfield Park,27,20000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
East Garfield Park,27,20000,Offenses Against Family,12,13,7,15,15,9,9,3,11,33,11,-25,-8.3,22.2,0,60,65,35,75,75,45,45,55,55
East Garfield Park,27,20000,Prostitution,11,7,3,3,2,0,0,0,0,2,0.7,-100,-100,NA,-100,55,35,15,15,10,0,0,0,3.5
East Garfield Park,27,20000,Robbery,205,185,151,135,226,177,121,9,118,524,174.7,-41,-42.4,-2.5,-32,1025,925,755,675,1130,885,605,590,873.5
East Garfield Park,27,20000,Simple Assault,304,208,273,243,305,304,282,13,276,891,297,-7.2,-9.2,-2.1,-7,1520,1040,1365,1215,1525,1520,1410,1380,1485
East Garfield Park,27,20000,Simple Battery,834,642,623,620,673,722,619,28,602,2014,671.3,-25.8,-27.8,-2.7,-10,4170,3210,3115,3100,3365,3610,3095,3010,3356.5
East Garfield Park,27,20000,Stolen Property,1,0,1,2,3,1,0,0,0,4,1.3,-100,-100,NA,-100,5,0,5,10,15,5,0,0,6.5
East Garfield Park,27,20000,Theft,489,335,309,361,375,384,310,23,304,1069,356.3,-36.6,-37.8,-1.9,-15,2445,1675,1545,1805,1875,1920,1550,1520,1781.5
East Garfield Park,27,20000,Theft Over $500,205,137,147,191,214,167,150,15,156,531,177,-26.8,-23.9,4,-12,1025,685,735,955,1070,835,750,780,885
East Garfield Park,27,20000,Vandalism,390,417,467,498,480,416,390,24,375,1286,428.7,0,-3.8,-3.8,-13,1950,2085,2335,2490,2400,2080,1950,1875,2143.5
East Garfield Park,27,20000,Weapons Violation,171,211,232,186,154,171,116,8,117,441,147,-32.2,-31.6,0.9,-20,855,1055,1160,930,770,855,580,585,735
Near West Side,28,68000,Aggravated Assault,165,142,161,188,213,265,219,20,226,697,232.3,32.7,37,3.2,-3,242.6,208.8,236.8,276.5,313.2,389.7,322.1,332.4,341.6
Near West Side,28,68000,Aggravated Battery,189,194,191,210,230,268,225,13,215,723,241,19,13.8,-4.4,-11,277.9,285.3,280.9,308.8,338.2,394.1,330.9,316.2,354.4
Near West Side,28,68000,Arson,7,8,7,17,12,10,10,0,10,32,10.7,42.9,42.9,0,-7,10.3,11.8,10.3,25,17.6,14.7,14.7,14.7,15.7
Near West Side,28,68000,Burglary,209,240,129,191,242,341,480,51,494,1063,354.3,129.7,136.4,2.9,39,307.4,352.9,189.7,280.9,355.9,501.5,705.9,726.5,521
Near West Side,28,68000,Criminal Sexual Abuse,54,33,38,40,61,42,52,3,53,155,51.7,-3.7,-1.9,1.9,3,79.4,48.5,55.9,58.8,89.7,61.8,76.5,77.9,76
Near West Side,28,68000,Criminal Sexual Assault,63,33,45,57,75,82,89,8,91,246,82,41.3,44.4,2.2,11,92.6,48.5,66.2,83.8,110.3,120.6,130.9,133.8,120.6
Near West Side,28,68000,Disorderly Conduct,60,29,19,21,33,54,39,3,36,126,42,-35,-40,-7.7,-14,88.2,42.6,27.9,30.9,48.5,79.4,57.4,52.9,61.8
Near West Side,28,68000,Drug Abuse,175,85,62,91,72,127,137,6,130,336,112,-21.7,-25.7,-5.1,16,257.4,125,91.2,133.8,105.9,186.8,201.5,191.2,164.7
Near West Side,28,68000,Embezzlement,2,2,4,4,7,1,0,0,0,8,2.7,-100,-100,NA,-100,2.9,2.9,5.9,5.9,10.3,1.5,0,0,4
Near West Side,28,68000,Forgery & Counterfeiting,102,59,47,134,79,52,38,0,38,169,56.3,-62.7,-62.7,0,-33,150,86.8,69.1,197.1,116.2,76.5,55.9,55.9,82.8
Near West Side,28,68000,Fraud,763,572,524,594,663,712,660,37,639,2035,678.3,-13.5,-16.3,-3.2,-6,1122.1,841.2,770.6,873.5,975,1047.1,970.6,939.7,997.5
Near West Side,28,68000,Gambling,4,0,0,0,0,1,0,0,0,1,0.3,-100,-100,NA,-100,5.9,0,0,0,0,1.5,0,0,0.4
Near West Side,28,68000,Human Trafficking,0,0,1,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,1.5,0,1.5,0,0,0,0.4
Near West Side,28,68000,Involuntary Manslaughter,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1.5,0,0,0,0,0,0,0
Near West Side,28,68000,Liquor License,13,5,7,9,8,10,16,0,16,34,11.3,23.1,23.1,0,42,19.1,7.4,10.3,13.2,11.8,14.7,23.5,23.5,16.6
Near West Side,28,68000,Misc Non-Index Offense,935,568,560,776,853,923,921,87,928,2697,899,-1.5,-0.7,0.8,3,1375,835.3,823.5,1141.2,1254.4,1357.4,1354.4,1364.7,1322.1
Near West Side,28,68000,Motor Vehicle Theft,310,418,470,802,1159,888,872,77,892,2919,973,181.3,187.7,2.3,-8,455.9,614.7,691.2,1179.4,1704.4,1305.9,1282.4,1311.8,1430.9
Near West Side,28,68000,Murder,8,10,21,18,16,16,20,0,18,52,17.3,150,125,-10,4,11.8,14.7,30.9,26.5,23.5,23.5,29.4,26.5,25.4
Near West Side,28,68000,Obscenity,0,0,0,0,0,1,3,0,3,4,1.3,NA,NA,0,131,0,0,0,0,0,1.5,4.4,4.4,1.9
Near West Side,28,68000,Offenses Against Family,26,13,16,13,8,14,24,2,24,46,15.3,-7.7,-7.7,0,57,38.2,19.1,23.5,19.1,11.8,20.6,35.3,35.3,22.5
Near West Side,28,68000,Prostitution,0,4,3,0,5,2,3,0,3,10,3.3,NA,NA,0,-9,0,5.9,4.4,0,7.4,2.9,4.4,4.4,4.9
Near West Side,28,68000,Robbery,300,274,315,363,499,424,218,20,213,1141,380.3,-27.3,-29,-2.3,-44,441.2,402.9,463.2,533.8,733.8,623.5,320.6,313.2,559.3
Near West Side,28,68000,Simple Assault,524,351,423,496,585,662,702,56,711,1949,649.7,34,35.7,1.3,9,770.6,516.2,622.1,729.4,860.3,973.5,1032.4,1045.6,955.4
Near West Side,28,68000,Simple Battery,1143,846,899,1024,1204,1281,1258,95,1271,3743,1247.7,10.1,11.2,1,2,1680.9,1244.1,1322.1,1505.9,1770.6,1883.8,1850,1869.1,1834.9
Near West Side,28,68000,Stolen Property,3,3,1,3,5,3,2,2,4,10,3.3,-33.3,33.3,100,21,4.4,4.4,1.5,4.4,7.4,4.4,2.9,5.9,4.9
Near West Side,28,68000,Theft,2456,1350,1380,2009,2007,2371,2169,153,2177,6547,2182.3,-11.7,-11.4,0.4,-0,3611.8,1985.3,2029.4,2954.4,2951.5,3486.8,3189.7,3201.5,3209.3
Near West Side,28,68000,Theft Over $500,1018,531,775,1367,1168,1040,870,53,854,3078,1026,-14.5,-16.1,-1.8,-17,1497.1,780.9,1139.7,2010.3,1717.6,1529.4,1279.4,1255.9,1508.8
Near West Side,28,68000,Vandalism,753,635,719,948,1054,1205,1084,70,1088,3343,1114.3,44,44.5,0.4,-2,1107.4,933.8,1057.4,1394.1,1550,1772.1,1594.1,1600,1638.7
Near West Side,28,68000,Weapons Violation,90,113,116,157,158,164,163,4,155,485,161.7,81.1,72.2,-4.9,-4,132.4,166.2,170.6,230.9,232.4,241.2,239.7,227.9,237.8
North Lawndale,29,35000,Aggravated Assault,235,260,275,240,270,306,211,17,217,787,262.3,-10.2,-7.7,2.8,-17,671.4,742.9,785.7,685.7,771.4,874.3,602.9,620,749.4
North Lawndale,29,35000,Aggravated Battery,388,481,421,362,402,383,294,12,293,1079,359.7,-24.2,-24.5,-0.3,-19,1108.6,1374.3,1202.9,1034.3,1148.6,1094.3,840,837.1,1027.7
North Lawndale,29,35000,Arson,16,23,24,17,18,18,12,0,11,48,16,-25,-31.2,-8.3,-31,45.7,65.7,68.6,48.6,51.4,51.4,34.3,31.4,45.7
North Lawndale,29,35000,Burglary,204,158,137,104,124,131,117,9,120,372,124,-42.6,-41.2,2.6,-3,582.9,451.4,391.4,297.1,354.3,374.3,334.3,342.9,354.3
North Lawndale,29,35000,Criminal Sexual Abuse,44,27,25,25,31,31,26,2,25,88,29.3,-40.9,-43.2,-3.8,-15,125.7,77.1,71.4,71.4,88.6,88.6,74.3,71.4,83.7
North Lawndale,29,35000,Criminal Sexual Assault,45,48,52,57,76,62,53,0,48,191,63.7,17.8,6.7,-9.4,-25,128.6,137.1,148.6,162.9,217.1,177.1,151.4,137.1,182
North Lawndale,29,35000,Disorderly Conduct,108,50,27,15,40,42,68,6,71,150,50,-37,-34.3,4.4,42,308.6,142.9,77.1,42.9,114.3,120,194.3,202.9,142.9
North Lawndale,29,35000,Drug Abuse,1819,525,349,380,419,433,805,57,790,1657,552.3,-55.7,-56.6,-1.9,43,5197.1,1500,997.1,1085.7,1197.1,1237.1,2300,2257.1,1578
North Lawndale,29,35000,Embezzlement,0,0,0,2,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,5.7,0,2.9,0,0,0.9
North Lawndale,29,35000,Forgery & Counterfeiting,31,19,8,12,15,9,17,1,12,41,13.7,-45.2,-61.3,-29.4,-12,88.6,54.3,22.9,34.3,42.9,25.7,48.6,34.3,39.1
North Lawndale,29,35000,Fraud,292,292,298,233,253,183,195,10,184,631,210.3,-33.2,-37,-5.6,-13,834.3,834.3,851.4,665.7,722.9,522.9,557.1,525.7,600.9
North Lawndale,29,35000,Gambling,33,4,0,1,0,0,0,0,0,0,0,-100,-100,NA,NA,94.3,11.4,0,2.9,0,0,0,0,0
North Lawndale,29,35000,Human Trafficking,1,0,1,3,0,3,1,0,1,4,1.3,0,0,0,-23,2.9,0,2.9,8.6,0,8.6,2.9,2.9,3.7
North Lawndale,29,35000,Involuntary Manslaughter,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,2.9,0,0,0,0,0,0,0
North Lawndale,29,35000,Liquor License,9,1,3,3,9,7,4,1,5,20,6.7,-55.6,-44.4,25,-25,25.7,2.9,8.6,8.6,25.7,20,11.4,14.3,19.1
North Lawndale,29,35000,Misc Non-Index Offense,1082,879,894,717,672,628,856,46,815,2156,718.7,-20.9,-24.7,-4.8,13,3091.4,2511.4,2554.3,2048.6,1920,1794.3,2445.7,2328.6,2053.4
North Lawndale,29,35000,Motor Vehicle Theft,287,336,295,524,664,410,324,27,324,1398,466,12.9,12.9,0,-30,820,960,842.9,1497.1,1897.1,1171.4,925.7,925.7,1331.4
North Lawndale,29,35000,Murder,24,39,45,28,28,28,19,2,17,75,25,-20.8,-29.2,-10.5,-32,68.6,111.4,128.6,80,80,80,54.3,48.6,71.4
North Lawndale,29,35000,Obscenity,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,2.9,0,0,0.9
North Lawndale,29,35000,Offenses Against Family,57,32,22,25,39,27,18,1,16,84,28,-68.4,-71.9,-11.1,-43,162.9,91.4,62.9,71.4,111.4,77.1,51.4,45.7,80
North Lawndale,29,35000,Prostitution,14,4,5,13,2,5,1,1,2,8,2.7,-92.9,-85.7,100,-26,40,11.4,14.3,37.1,5.7,14.3,2.9,5.7,7.7
North Lawndale,29,35000,Robbery,339,371,299,297,296,312,181,11,172,789,263,-46.6,-49.3,-5,-35,968.6,1060,854.3,848.6,845.7,891.4,517.1,491.4,751.4
North Lawndale,29,35000,Simple Assault,459,388,390,367,436,459,444,35,453,1339,446.3,-3.3,-1.3,2,2,1311.4,1108.6,1114.3,1048.6,1245.7,1311.4,1268.6,1294.3,1275.1
North Lawndale,29,35000,Simple Battery,1442,1309,1026,1130,1202,1223,1118,92,1121,3543,1181,-22.5,-22.3,0.3,-5,4120,3740,2931.4,3228.6,3434.3,3494.3,3194.3,3202.9,3374.3
North Lawndale,29,35000,Stolen Property,1,2,0,1,2,0,0,0,0,2,0.7,-100,-100,NA,-100,2.9,5.7,0,2.9,5.7,0,0,0,2
North Lawndale,29,35000,Theft,717,545,524,629,619,560,488,40,492,1667,555.7,-31.9,-31.4,0.8,-11,2048.6,1557.1,1497.1,1797.1,1768.6,1600,1394.3,1405.7,1587.7
North Lawndale,29,35000,Theft Over $500,236,216,274,306,276,265,243,21,238,784,261.3,3,0.8,-2.1,-9,674.3,617.1,782.9,874.3,788.6,757.1,694.3,680,746.6
North Lawndale,29,35000,Vandalism,781,759,785,823,857,800,623,57,631,2280,760,-20.2,-19.2,1.3,-17,2231.4,2168.6,2242.9,2351.4,2448.6,2285.7,1780,1802.9,2171.4
North Lawndale,29,35000,Weapons Violation,357,453,485,461,397,281,277,23,281,955,318.3,-22.4,-21.3,1.4,-12,1020,1294.3,1385.7,1317.1,1134.3,802.9,791.4,802.9,909.4
Uptown,3,57000,Aggravated Assault,65,58,86,77,107,112,74,4,69,293,97.7,13.8,6.2,-6.8,-29,114,101.8,150.9,135.1,187.7,196.5,129.8,121.1,171.4
Uptown,3,57000,Aggravated Battery,85,78,78,72,103,127,89,6,90,319,106.3,4.7,5.9,1.1,-15,149.1,136.8,136.8,126.3,180.7,222.8,156.1,157.9,186.5
Uptown,3,57000,Arson,2,4,7,4,2,3,6,0,6,11,3.7,200,200,0,62,3.5,7,12.3,7,3.5,5.3,10.5,10.5,6.5
Uptown,3,57000,Burglary,110,113,98,131,163,177,210,15,212,550,183.3,90.9,92.7,1,16,193,198.2,171.9,229.8,286,310.5,368.4,371.9,321.6
Uptown,3,57000,Criminal Sexual Abuse,30,18,26,27,36,36,39,1,31,111,37,30,3.3,-20.5,-16,52.6,31.6,45.6,47.4,63.2,63.2,68.4,54.4,64.9
Uptown,3,57000,Criminal Sexual Assault,37,29,36,47,45,50,50,6,52,145,48.3,35.1,40.5,4,8,64.9,50.9,63.2,82.5,78.9,87.7,87.7,91.2,84.7
Uptown,3,57000,Disorderly Conduct,19,19,7,10,20,14,8,0,7,42,14,-57.9,-63.2,-12.5,-50,33.3,33.3,12.3,17.5,35.1,24.6,14,12.3,24.6
Uptown,3,57000,Drug Abuse,46,31,15,22,39,25,44,3,43,108,36,-4.3,-6.5,-2.3,19,80.7,54.4,26.3,38.6,68.4,43.9,77.2,75.4,63.2
Uptown,3,57000,Embezzlement,2,0,0,1,0,1,0,0,0,1,0.3,-100,-100,NA,-100,3.5,0,0,1.8,0,1.8,0,0,0.5
Uptown,3,57000,Forgery & Counterfeiting,37,27,14,20,16,13,17,1,14,46,15.3,-54.1,-62.2,-17.6,-8,64.9,47.4,24.6,35.1,28.1,22.8,29.8,24.6,26.8
Uptown,3,57000,Fraud,395,377,362,345,393,348,311,18,298,1052,350.7,-21.3,-24.6,-4.2,-15,693,661.4,635.1,605.3,689.5,610.5,545.6,522.8,615.3
Uptown,3,57000,Gambling,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.8,0,0,0,0,0,0,0,0
Uptown,3,57000,Human Trafficking,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,1.8,1.8,0.5
Uptown,3,57000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Uptown,3,57000,Liquor License,0,1,3,0,4,2,0,0,0,6,2,NA,NA,NA,-100,0,1.8,5.3,0,7,3.5,0,0,3.5
Uptown,3,57000,Misc Non-Index Offense,321,225,309,319,365,358,318,20,307,1041,347,-0.9,-4.4,-3.5,-12,563.2,394.7,542.1,559.6,640.4,628.1,557.9,538.6,608.8
Uptown,3,57000,Motor Vehicle Theft,84,111,93,217,352,263,189,11,191,804,268,125,127.4,1.1,-29,147.4,194.7,163.2,380.7,617.5,461.4,331.6,335.1,470.2
Uptown,3,57000,Murder,0,6,2,10,3,2,2,0,2,7,2.3,NA,NA,0,-13,0,10.5,3.5,17.5,5.3,3.5,3.5,3.5,4
Uptown,3,57000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Uptown,3,57000,Offenses Against Family,9,13,8,7,9,7,7,0,7,23,7.7,-22.2,-22.2,0,-9,15.8,22.8,14,12.3,15.8,12.3,12.3,12.3,13.5
Uptown,3,57000,Prostitution,2,0,1,1,0,1,2,0,2,3,1,0,0,0,100,3.5,0,1.8,1.8,0,1.8,3.5,3.5,1.8
Uptown,3,57000,Robbery,75,100,102,113,111,114,76,7,80,301,100.3,1.3,6.7,5.3,-20,131.6,175.4,178.9,198.2,194.7,200,133.3,140.4,176
Uptown,3,57000,Simple Assault,209,189,244,232,343,273,305,16,300,921,307,45.9,43.5,-1.6,-2,366.7,331.6,428.1,407,601.8,478.9,535.1,526.3,538.6
Uptown,3,57000,Simple Battery,586,449,576,567,655,705,693,37,680,2053,684.3,18.3,16,-1.9,-1,1028.1,787.7,1010.5,994.7,1149.1,1236.8,1215.8,1193,1200.5
Uptown,3,57000,Stolen Property,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,1.8,0,0,0,0.5
Uptown,3,57000,Theft,770,645,603,786,878,990,949,66,938,2817,939,23.2,21.8,-1.2,-0,1350.9,1131.6,1057.9,1378.9,1540.4,1736.8,1664.9,1645.6,1647.4
Uptown,3,57000,Theft Over $500,170,169,222,471,475,447,350,18,352,1272,424,105.9,107.1,0.6,-17,298.2,296.5,389.5,826.3,833.3,784.2,614,617.5,743.9
Uptown,3,57000,Vandalism,282,270,292,368,456,393,370,27,377,1219,406.3,31.2,33.7,1.9,-7,494.7,473.7,512.3,645.6,800,689.5,649.1,661.4,712.8
Uptown,3,57000,Weapons Violation,35,28,31,38,36,35,32,3,30,103,34.3,-8.6,-14.3,-6.2,-13,61.4,49.1,54.4,66.7,63.2,61.4,56.1,52.6,60.2
South Lawndale,30,71000,Aggravated Assault,113,130,139,139,173,185,144,6,139,502,167.3,27.4,23,-3.5,-17,159.2,183.1,195.8,195.8,243.7,260.6,202.8,195.8,235.6
South Lawndale,30,71000,Aggravated Battery,180,179,179,187,202,193,140,6,138,535,178.3,-22.2,-23.3,-1.4,-23,253.5,252.1,252.1,263.4,284.5,271.8,197.2,194.4,251.1
South Lawndale,30,71000,Arson,6,12,17,11,21,14,6,0,6,41,13.7,0,0,0,-56,8.5,16.9,23.9,15.5,29.6,19.7,8.5,8.5,19.3
South Lawndale,30,71000,Burglary,136,116,71,82,81,61,104,1,97,246,82,-23.5,-28.7,-6.7,18,191.5,163.4,100,115.5,114.1,85.9,146.5,136.6,115.5
South Lawndale,30,71000,Criminal Sexual Abuse,46,36,29,33,28,31,30,7,34,89,29.7,-34.8,-26.1,13.3,14,64.8,50.7,40.8,46.5,39.4,43.7,42.3,47.9,41.8
South Lawndale,30,71000,Criminal Sexual Assault,39,33,31,44,29,42,30,1,26,101,33.7,-23.1,-33.3,-13.3,-23,54.9,46.5,43.7,62,40.8,59.2,42.3,36.6,47.5
South Lawndale,30,71000,Disorderly Conduct,136,34,10,13,32,34,54,1,48,120,40,-60.3,-64.7,-11.1,20,191.5,47.9,14.1,18.3,45.1,47.9,76.1,67.6,56.3
South Lawndale,30,71000,Drug Abuse,303,104,38,55,61,60,126,5,128,247,82.3,-58.4,-57.8,1.6,56,426.8,146.5,53.5,77.5,85.9,84.5,177.5,180.3,115.9
South Lawndale,30,71000,Embezzlement,2,0,0,0,0,2,0,0,0,2,0.7,-100,-100,NA,-100,2.8,0,0,0,0,2.8,0,0,1
South Lawndale,30,71000,Forgery & Counterfeiting,21,18,7,24,15,15,16,0,12,46,15.3,-23.8,-42.9,-25,-22,29.6,25.4,9.9,33.8,21.1,21.1,22.5,16.9,21.5
South Lawndale,30,71000,Fraud,179,205,215,217,219,176,165,8,158,560,186.7,-7.8,-11.7,-4.2,-15,252.1,288.7,302.8,305.6,308.5,247.9,232.4,222.5,263
South Lawndale,30,71000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
South Lawndale,30,71000,Human Trafficking,0,0,0,0,2,1,0,0,0,3,1,NA,NA,NA,-100,0,0,0,0,2.8,1.4,0,0,1.4
South Lawndale,30,71000,Involuntary Manslaughter,0,0,0,1,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,1.4,0,1.4,0,0,0.4
South Lawndale,30,71000,Liquor License,15,3,3,1,3,3,5,0,4,11,3.7,-66.7,-73.3,-20,8,21.1,4.2,4.2,1.4,4.2,4.2,7,5.6,5.2
South Lawndale,30,71000,Misc Non-Index Offense,429,349,270,354,368,388,485,43,478,1241,413.7,13.1,11.4,-1.4,16,604.2,491.5,380.3,498.6,518.3,546.5,683.1,673.2,582.7
South Lawndale,30,71000,Motor Vehicle Theft,211,179,149,214,383,231,185,11,183,799,266.3,-12.3,-13.3,-1.1,-31,297.2,252.1,209.9,301.4,539.4,325.4,260.6,257.7,375.1
South Lawndale,30,71000,Murder,14,22,20,22,12,23,13,2,14,48,16,-7.1,0,7.7,-12,19.7,31,28.2,31,16.9,32.4,18.3,19.7,22.5
South Lawndale,30,71000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
South Lawndale,30,71000,Offenses Against Family,47,28,20,30,18,19,13,0,11,50,16.7,-72.3,-76.6,-15.4,-34,66.2,39.4,28.2,42.3,25.4,26.8,18.3,15.5,23.5
South Lawndale,30,71000,Prostitution,6,3,2,1,3,0,0,0,0,3,1,-100,-100,NA,-100,8.5,4.2,2.8,1.4,4.2,0,0,0,1.4
South Lawndale,30,71000,Robbery,144,123,144,194,310,239,125,6,122,674,224.7,-13.2,-15.3,-2.4,-46,202.8,173.2,202.8,273.2,436.6,336.6,176.1,171.8,316.5
South Lawndale,30,71000,Simple Assault,260,203,225,222,279,297,258,13,260,834,278,-0.8,0,0.8,-6,366.2,285.9,316.9,312.7,393,418.3,363.4,366.2,391.5
South Lawndale,30,71000,Simple Battery,775,660,604,673,729,825,700,39,692,2254,751.3,-9.7,-10.7,-1.1,-8,1091.5,929.6,850.7,947.9,1026.8,1162,985.9,974.6,1058.2
South Lawndale,30,71000,Stolen Property,0,1,0,4,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,1.4,0,5.6,0,1.4,0,0,0.4
South Lawndale,30,71000,Theft,564,340,321,342,420,500,420,29,424,1340,446.7,-25.5,-24.8,1,-5,794.4,478.9,452.1,481.7,591.5,704.2,591.5,597.2,629.2
South Lawndale,30,71000,Theft Over $500,177,126,134,221,248,236,164,16,165,648,216,-7.3,-6.8,0.6,-24,249.3,177.5,188.7,311.3,349.3,332.4,231,232.4,304.2
South Lawndale,30,71000,Vandalism,460,405,470,486,529,478,392,25,398,1399,466.3,-14.8,-13.5,1.5,-15,647.9,570.4,662,684.5,745.1,673.2,552.1,560.6,656.8
South Lawndale,30,71000,Weapons Violation,190,273,228,278,282,213,143,4,135,638,212.7,-24.7,-28.9,-5.6,-37,267.6,384.5,321.1,391.5,397.2,300,201.4,190.1,299.6
Lower West Side,31,34000,Aggravated Assault,64,72,89,96,94,92,66,6,61,252,84,3.1,-4.7,-7.6,-27,188.2,211.8,261.8,282.4,276.5,270.6,194.1,179.4,247.1
Lower West Side,31,34000,Aggravated Battery,62,69,92,93,92,84,77,2,72,253,84.3,24.2,16.1,-6.5,-15,182.4,202.9,270.6,273.5,270.6,247.1,226.5,211.8,247.9
Lower West Side,31,34000,Arson,6,6,6,5,3,4,5,0,5,12,4,-16.7,-16.7,0,25,17.6,17.6,17.6,14.7,8.8,11.8,14.7,14.7,11.8
Lower West Side,31,34000,Burglary,84,52,83,91,72,94,135,9,129,301,100.3,60.7,53.6,-4.4,29,247.1,152.9,244.1,267.6,211.8,276.5,397.1,379.4,295
Lower West Side,31,34000,Criminal Sexual Abuse,30,14,11,24,15,17,26,4,28,58,19.3,-13.3,-6.7,7.7,45,88.2,41.2,32.4,70.6,44.1,50,76.5,82.4,56.8
Lower West Side,31,34000,Criminal Sexual Assault,21,10,24,14,18,11,22,1,23,51,17,4.8,9.5,4.5,35,61.8,29.4,70.6,41.2,52.9,32.4,64.7,67.6,50
Lower West Side,31,34000,Disorderly Conduct,29,17,7,8,10,19,15,1,15,44,14.7,-48.3,-48.3,0,2,85.3,50,20.6,23.5,29.4,55.9,44.1,44.1,43.2
Lower West Side,31,34000,Drug Abuse,68,39,26,31,20,26,23,1,24,69,23,-66.2,-64.7,4.3,4,200,114.7,76.5,91.2,58.8,76.5,67.6,70.6,67.6
Lower West Side,31,34000,Embezzlement,0,0,2,0,2,0,2,0,2,4,1.3,NA,NA,0,54,0,0,5.9,0,5.9,0,5.9,5.9,3.8
Lower West Side,31,34000,Forgery & Counterfeiting,20,7,13,52,31,12,4,0,4,47,15.7,-80,-80,0,-75,58.8,20.6,38.2,152.9,91.2,35.3,11.8,11.8,46.2
Lower West Side,31,34000,Fraud,130,146,163,168,171,166,160,6,145,497,165.7,23.1,11.5,-9.4,-12,382.4,429.4,479.4,494.1,502.9,488.2,470.6,426.5,487.4
Lower West Side,31,34000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lower West Side,31,34000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lower West Side,31,34000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lower West Side,31,34000,Liquor License,3,5,5,3,2,3,3,0,3,8,2.7,0,0,0,11,8.8,14.7,14.7,8.8,5.9,8.8,8.8,8.8,7.9
Lower West Side,31,34000,Misc Non-Index Offense,224,181,162,211,237,284,247,25,258,768,256,10.3,15.2,4.5,1,658.8,532.4,476.5,620.6,697.1,835.3,726.5,758.8,752.9
Lower West Side,31,34000,Motor Vehicle Theft,89,110,132,231,338,273,183,10,182,794,264.7,105.6,104.5,-0.5,-31,261.8,323.5,388.2,679.4,994.1,802.9,538.2,535.3,778.5
Lower West Side,31,34000,Murder,6,10,11,9,7,9,2,1,3,18,6,-66.7,-50,50,-50,17.6,29.4,32.4,26.5,20.6,26.5,5.9,8.8,17.6
Lower West Side,31,34000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Lower West Side,31,34000,Offenses Against Family,12,8,11,8,6,11,6,0,6,23,7.7,-50,-50,0,-22,35.3,23.5,32.4,23.5,17.6,32.4,17.6,17.6,22.6
Lower West Side,31,34000,Prostitution,1,0,0,0,1,0,1,0,1,2,0.7,0,0,0,43,2.9,0,0,0,2.9,0,2.9,2.9,2.1
Lower West Side,31,34000,Robbery,63,65,109,114,262,120,62,3,63,444,148,-1.6,0,1.6,-57,185.3,191.2,320.6,335.3,770.6,352.9,182.4,185.3,435.3
Lower West Side,31,34000,Simple Assault,134,132,154,163,174,196,211,12,205,581,193.7,57.5,53,-2.8,6,394.1,388.2,452.9,479.4,511.8,576.5,620.6,602.9,569.7
